CollegeName,BranchName,Quota,CutoffRank
"E048  B M S College of Engineering  Basavanagudi,Bangalore",EI Elec. Inst.,1G,6333
E009  P E S University (Formerly PESIT)  Bangalore,CS Computers,2AR,6343
E056  The National Institute of Engineering  Mysore,CS Computers,2BG,6348
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,ME Mechanical,3AG,6358
E510  Dayananda Sagar College of Engineering  Bangalore (IInd Shift),CS Computers,GM,6374
E241  KLE Technological University(Formerly BVBCET)  Hubli,CS Computers,3BG,6377
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,IE Info.Science,GMR,6378
E009  P E S University (Formerly PESIT)  Bangalore,CS Computers,2BK,6405
E141  PES Institute of Technology (South Campus)  Bangalore,CS Computers,2BG,6407
E056  The National Institute of Engineering  Mysore,EC Electronics,GMR,6427
E001  University Visveswariah College of Engineering  Bangalore,CS Computers,STG,6431
E006  M S Ramaiah Institute of Technology  Bangalore,IE Info.Science,2AK,6432
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,ME Mechanical,GM,6438
E022  The National Institute of Engineering  Mysore,ME Mechanical,2BG,6441
"E048  B M S College of Engineering  Basavanagudi,Bangalore",IE Info.Science,3BR,6471
E001  University Visveswariah College of Engineering  Bangalore,EC Electronics,GMR,6474
"E003  B M S College of Engineering  Basavanagudi,Bangalore",ME Mechanical,3BR,6479
E009  P E S University (Formerly PESIT)  Bangalore,ME Mechanical,GMK,6483
"E003  B M S College of Engineering  Basavanagudi,Bangalore",CE Civil,GM,6493
E009  P E S University (Formerly PESIT)  Bangalore,EE Electrical,GMR,6520
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,EC Electronics,STG,6527
E008  Bangalore Institute of Technology  Bangalore,EC Electronics,2AG,6528
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,ME Mechanical,STG,6560
"E003  B M S College of Engineering  Basavanagudi,Bangalore",EE Electrical,GMR,6561
E056  The National Institute of Engineering  Mysore,CS Computers,GMR,6575
E005  R. V. College of Engineering  Bangalore,SE Aero Space,GMR,6581
E030  KLE Technological University(Formerly BVBCET)  Hubli,ME Mechanical,GMK,6586
E118  RNS Institute of Technology  Bangalore,CS Computers,1G,6606
"E003  B M S College of Engineering  Basavanagudi,Bangalore",ME Mechanical,1G,6624
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,CS Computers,3BG,6627
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,EE Electrical,3BG,6652
E001  University Visveswariah College of Engineering  Bangalore,EC Electronics,2AG,6688
E001  University Visveswariah College of Engineering  Bangalore,EC Electronics,3AK,6690
E118  RNS Institute of Technology  Bangalore,IE Info.Science,GM,6692
E107  B N M Institute of Technology  Bangalore,EC Electronics,GM,6728
"E003  B M S College of Engineering  Basavanagudi,Bangalore",EE Electrical,2AG,6735
E006  M S Ramaiah Institute of Technology  Bangalore,CH Chemical,GMK,6746
E241  KLE Technological University(Formerly BVBCET)  Hubli,CS Computers,3BK,6750
"E126  B M S Institute of Technology and Management  Yalahanka,",IE Info.Science,3BG,6764
"E126  B M S Institute of Technology and Management  Yalahanka,",CS Computers,2AG,6772
E030  KLE Technological University(Formerly BVBCET)  Hubli,EC Electronics,1G,6779
E056  The National Institute of Engineering  Mysore,IE Info.Science,GMR,6787
E009  P E S University (Formerly PESIT)  Bangalore,ME Mechanical,1G,6791
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,CS Computers,2AR,6803
E016  Siddaganga Institute of Technology  Tumkur,EC Electronics,3AG,6812
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,EE Electrical,3AG,6829
"E048  B M S College of Engineering  Basavanagudi,Bangalore",ME Mechanical,GMR,6882
E056  The National Institute of Engineering  Mysore,EC Electronics,1G,6894
E005  R. V. College of Engineering  Bangalore,EC Electronics,SCG,6905
E141  PES Institute of Technology (South Campus)  Bangalore,EC Electronics,3AG,6907
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,CS Computers,GM,6916
E141  PES Institute of Technology (South Campus)  Bangalore,IE Info.Science,3AG,6937
E053  N M A M Institutute of Technology  Nitte,CS Computers,GMR,6953
"E003  B M S College of Engineering  Basavanagudi,Bangalore",EE Electrical,2AR,6974
E007  Dayananda Sagar College of Engineering  Bangalore,IE Info.Science,3BG,6979
"E003  B M S College of Engineering  Basavanagudi,Bangalore",EE Electrical,3AR,6993
"E003  B M S College of Engineering  Basavanagudi,Bangalore",EE Electrical,3BR,7023
E006  M S Ramaiah Institute of Technology  Bangalore,EE Electrical,3BG,7030
E016  Siddaganga Institute of Technology  Tumkur,CS Computers,3BG,7031
"E003  B M S College of Engineering  Basavanagudi,Bangalore",EE Electrical,STG,7053
E009  P E S University (Formerly PESIT)  Bangalore,EE Electrical,2AG,7059
E056  The National Institute of Engineering  Mysore,EC Electronics,2AG,7060
E006  M S Ramaiah Institute of Technology  Bangalore,CS Computers,SCG,7066
E107  B N M Institute of Technology  Bangalore,EC Electronics,3AG,7067
E001  University Visveswariah College of Engineering  Bangalore,CS Computers,1R,7071
E005  R. V. College of Engineering  Bangalore,IM Ind. Engg.,GM,7076
E009  P E S University (Formerly PESIT)  Bangalore,ME Mechanical,GMR,7090
E141  PES Institute of Technology (South Campus)  Bangalore,EC Electronics,3BG,7094
E141  PES Institute of Technology (South Campus)  Bangalore,CS Computers,GMK,7117
E056  The National Institute of Engineering  Mysore,IE Info.Science,3BR,7129
"E003  B M S College of Engineering  Basavanagudi,Bangalore",CE Civil,3AG,7130
E009  P E S University (Formerly PESIT)  Bangalore,EE Electrical,3BR,7132
E056  The National Institute of Engineering  Mysore,CS Computers,2AG,7133
E053  N M A M Institutute of Technology  Nitte,CS Computers,3BG,7138
E001  University Visveswariah College of Engineering  Bangalore,IE Info.Science,2AG,7145
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,EC Electronics,2BG,7155
E009  P E S University (Formerly PESIT)  Bangalore,EE Electrical,1G,7183
E009  P E S University (Formerly PESIT)  Bangalore,EE Electrical,2BG,7189
E118  RNS Institute of Technology  Bangalore,EC Electronics,3AG,7194
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,IE Info.Science,3AG,7220
E007  Dayananda Sagar College of Engineering  Bangalore,CS Computers,2AG,7221
E008  Bangalore Institute of Technology  Bangalore,CS Computers,GMR,7224
E006  M S Ramaiah Institute of Technology  Bangalore,CS Computers,STG,7238
E008  Bangalore Institute of Technology  Bangalore,EE Electrical,GM,7250
E007  Dayananda Sagar College of Engineering  Bangalore,EC Electronics,3BG,7263
E007  Dayananda Sagar College of Engineering  Bangalore,AE Aeronaut.Engg,2AG,7279
E008  Bangalore Institute of Technology  Bangalore,ME Mechanical,GM,7285
"E048  B M S College of Engineering  Basavanagudi,Bangalore",BT Bio Technology,GM,7294
E030  KLE Technological University(Formerly BVBCET)  Hubli,EC Electronics,3AR,7295
E107  B N M Institute of Technology  Bangalore,IE Info.Science,GM,7305
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,CS Computers,2AR,7327
E009  P E S University (Formerly PESIT)  Bangalore,ME Mechanical,3BR,7346
E024  Malnad College of Engineering  Hassan,EC Electronics,GM,7349
E008  Bangalore Institute of Technology  Bangalore,CS Computers,2BG,7362
E082  J S S Academy of Technical Education  Bangalore,CS Computers,GM,7394
E009  P E S University (Formerly PESIT)  Bangalore,BT Bio Technology,GM,7396
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,CS Computers,STG,7429
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,CS Computers,2AG,7439
E005  R. V. College of Engineering  Bangalore,IM Ind. Engg.,3AG,7441
E241  KLE Technological University(Formerly BVBCET)  Hubli,EC Electronics,3BG,7446
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,EE Electrical,GMK,7448
"E048  B M S College of Engineering  Basavanagudi,Bangalore",TC Telecommn.,2BG,7456
E006  M S Ramaiah Institute of Technology  Bangalore,ME Mechanical,GMR,7458
E105  Nitte Meenakshi Institutute of Technology  Bangalore,CS Computers,GM,7463
E001  University Visveswariah College of Engineering  Bangalore,ME Mechanical,GM,7465
E030  KLE Technological University(Formerly BVBCET)  Hubli,ME Mechanical,2BG,7476
E005  R. V. College of Engineering  Bangalore,EC Electronics,1R,7490
E107  B N M Institute of Technology  Bangalore,CS Computers,3AG,7499
"E126  B M S Institute of Technology and Management  Yalahanka,",IE Info.Science,3AG,7503
E016  Siddaganga Institute of Technology  Tumkur,EC Electronics,3BG,7509
E001  University Visveswariah College of Engineering  Bangalore,IE Info.Science,GMR,7535
E008  Bangalore Institute of Technology  Bangalore,EE Electrical,3AG,7540
"E003  B M S College of Engineering  Basavanagudi,Bangalore",CE Civil,3BG,7563
E022  The National Institute of Engineering  Mysore,EC Electronics,2AR,7571
E056  The National Institute of Engineering  Mysore,CS Computers,GMK,7574
E006  M S Ramaiah Institute of Technology  Bangalore,TC Telecommn.,2AG,7596
E241  KLE Technological University(Formerly BVBCET)  Hubli,EC Electronics,3AG,7597
E009  P E S University (Formerly PESIT)  Bangalore,CS Computers,STG,7603
E001  University Visveswariah College of Engineering  Bangalore,EC Electronics,2BG,7618
E005  R. V. College of Engineering  Bangalore,BT Bio Technology,1G,7627
E006  M S Ramaiah Institute of Technology  Bangalore,IE Info.Science,2AR,7629
E016  Siddaganga Institute of Technology  Tumkur,IE Info.Science,GM,7631
E007  Dayananda Sagar College of Engineering  Bangalore,CS Computers,GMR,7643
E005  R. V. College of Engineering  Bangalore,CE Civil,2AG,7650
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,ME Mechanical,1G,7683
E053  N M A M Institutute of Technology  Nitte,CS Computers,GMK,7690
E141  PES Institute of Technology (South Campus)  Bangalore,CS Computers,1G,7703
E008  Bangalore Institute of Technology  Bangalore,IE Info.Science,2AG,7717
E001  University Visveswariah College of Engineering  Bangalore,CS Computers,2BG,7725
E241  KLE Technological University(Formerly BVBCET)  Hubli,EC Electronics,1G,7744
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,CS Computers,3AG,7751
E009  P E S University (Formerly PESIT)  Bangalore,CS Computers,2BR,7754
E118  RNS Institute of Technology  Bangalore,CS Computers,2BG,7765
E008  Bangalore Institute of Technology  Bangalore,EC Electronics,GMR,7773
E056  The National Institute of Engineering  Mysore,CS Computers,1G,7795
E009  P E S University (Formerly PESIT)  Bangalore,EC Electronics,2AR,7799
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,ME Mechanical,3BG,7806
"E126  B M S Institute of Technology and Management  Yalahanka,",CS Computers,1G,7822
E022  The National Institute of Engineering  Mysore,EC Electronics,2BG,7847
E053  N M A M Institutute of Technology  Nitte,CS Computers,3BR,7851
E005  R. V. College of Engineering  Bangalore,IT Inst.Tech.,GMK,7866
E241  KLE Technological University(Formerly BVBCET)  Hubli,EC Electronics,GMK,7874
E016  Siddaganga Institute of Technology  Tumkur,IE Info.Science,3BG,7885
E008  Bangalore Institute of Technology  Bangalore,IE Info.Science,GMR,7886
E141  PES Institute of Technology (South Campus)  Bangalore,CS Computers,GMR,7897
E007  Dayananda Sagar College of Engineering  Bangalore,EC Electronics,GMK,7904
E053  N M A M Institutute of Technology  Nitte,EC Electronics,GMK,7916
E022  The National Institute of Engineering  Mysore,EE Electrical,GM,7927
E007  Dayananda Sagar College of Engineering  Bangalore,EC Electronics,2AG,7933
E118  RNS Institute of Technology  Bangalore,IE Info.Science,3BG,7936
"E048  B M S College of Engineering  Basavanagudi,Bangalore",ME Mechanical,STG,7945
E016  Siddaganga Institute of Technology  Tumkur,CS Computers,GMK,7962
E007  Dayananda Sagar College of Engineering  Bangalore,AE Aeronaut.Engg,GMR,7967
E001  University Visveswariah College of Engineering  Bangalore,EC Electronics,STG,7986
E008  Bangalore Institute of Technology  Bangalore,CS Computers,3BR,7998
E009  P E S University (Formerly PESIT)  Bangalore,EC Electronics,STG,8010
E005  R. V. College of Engineering  Bangalore,SE Aero Space,2BG,8014
E016  Siddaganga Institute of Technology  Tumkur,CS Computers,2AG,8016
E030  KLE Technological University(Formerly BVBCET)  Hubli,ME Mechanical,1G,8054
E022  The National Institute of Engineering  Mysore,ME Mechanical,GMR,8060
E006  M S Ramaiah Institute of Technology  Bangalore,EE Electrical,2AG,8061
E006  M S Ramaiah Institute of Technology  Bangalore,ME Mechanical,2AG,8070
E030  KLE Technological University(Formerly BVBCET)  Hubli,ME Mechanical,3AG,8080
E005  R. V. College of Engineering  Bangalore,TC Telecommn.,GMK,8089
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,ME Mechanical,GMK,8091
E005  R. V. College of Engineering  Bangalore,CE Civil,1R,8101
E510  Dayananda Sagar College of Engineering  Bangalore (IInd Shift),EC Electronics,GM,8103
E006  M S Ramaiah Institute of Technology  Bangalore,ME Mechanical,GMK,8120
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,ME Mechanical,3AG,8135
E118  RNS Institute of Technology  Bangalore,CS Computers,2AG,8144
E005  R. V. College of Engineering  Bangalore,BT Bio Technology,3BG,8247
E001  University Visveswariah College of Engineering  Bangalore,IE Info.Science,1G,8257
"E003  B M S College of Engineering  Basavanagudi,Bangalore",EE Electrical,2BG,8279
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,IE Info.Science,2AG,8283
E053  N M A M Institutute of Technology  Nitte,CS Computers,3AG,8291
E235  M.S. Ramaiah University of Applied Sciences  Bangalore,EC Electronics,GM,8304
"E003  B M S College of Engineering  Basavanagudi,Bangalore",ME Mechanical,STG,8309
E022  The National Institute of Engineering  Mysore,EC Electronics,1G,8313
E005  R. V. College of Engineering  Bangalore,SE Aero Space,2AG,8315
"E048  B M S College of Engineering  Basavanagudi,Bangalore",MD Med.Elect.,GM,8322
E005  R. V. College of Engineering  Bangalore,BT Bio Technology,2AG,8324
E006  M S Ramaiah Institute of Technology  Bangalore,CE Civil,GM,8326
E107  B N M Institute of Technology  Bangalore,CS Computers,1G,8328
E056  The National Institute of Engineering  Mysore,CS Computers,2AR,8333
E022  The National Institute of Engineering  Mysore,EE Electrical,3BG,8334
E012  Sir M.Visveswaraya Institute of Technology  Bangalore,EC Electronics,3BG,8337
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,IE Info.Science,2AG,8355
E141  PES Institute of Technology (South Campus)  Bangalore,EC Electronics,2BG,8362
E001  University Visveswariah College of Engineering  Bangalore,IE Info.Science,3BG,8363
E057  JSS Science and Technology University(Formerly SJCE)  Mysore,CS Computers,STG,8373
E001  University Visveswariah College of Engineering  Bangalore,ME Mechanical,GMK,8385
E118  RNS Institute of Technology  Bangalore,IE Info.Science,3AG,8387
E005  R. V. College of Engineering  Bangalore,CH Chemical,GMR,8389
E022  The National Institute of Engineering  Mysore,ME Mechanical,2BR,8409
E008  Bangalore Institute of Technology  Bangalore,IE Info.Science,1G,8418
E030  KLE Technological University(Formerly BVBCET)  Hubli,EE Electrical,GM,8421
E107  B N M Institute of Technology  Bangalore,CS Computers,3BG,8428
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,ME Mechanical,2BG,8429
E007  Dayananda Sagar College of Engineering  Bangalore,AE Aeronaut.Engg,1G,8436
E006  M S Ramaiah Institute of Technology  Bangalore,IT Inst.Tech.,3AG,8440
E082  J S S Academy of Technical Education  Bangalore,CS Computers,3BG,8446
E024  Malnad College of Engineering  Hassan,EC Electronics,3AG,8454
E022  The National Institute of Engineering  Mysore,ME Mechanical,2AG,8460
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,CE Civil,GM,8462
E053  N M A M Institutute of Technology  Nitte,IE Info.Science,GM,8473
E053  N M A M Institutute of Technology  Nitte,CS Computers,2AG,8474
E021  JSS Science and Technology University(Formerly SJCE)  Mysore,IT Inst.Tech.,GM,8478
E004  Dr. Ambedkar Institute Of Technology  Bangalore,CS Computers,GM,8482
E006  M S Ramaiah Institute of Technology  Bangalore,IT Inst.Tech.,3BG,8490
E006  M S Ramaiah Institute of Technology  Bangalore,IM Ind. Engg.,GM,8495
E016  Siddaganga Institute of Technology  Tumkur,EC Electronics,GMR,8497
E118  RNS Institute of Technology  Bangalore,EC Electronics,GMK,8502
